,Date,Month,Team1Site,Team2Site,Team1,Team1_Win_Precentage,Final1,Open1,Close1,ML1,Team1_Conf,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team2,Team2_Win_Precentage,Final2,Open2,Close2,ML2,Team2_Conf,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_TotalDef,Team1_Win,Total_Open,Total_Close,Spread_Open,Spread_Close,Team1_Point_Dif,Team1Cover,Over_Under
557,11/06/2010,11,H,V,BoiseState,0.9230769230769231,42,23.5,22.5,-1700,WAC,9.0,12.0,1.0,5.85,12.84,18.69,44.94,12.13,9.84,4.95,4.07,4.18,6.92,4.26,Hawaii,0.7142857142857143,7,65.0,64.5,1000,WAC,67.0,10.0,4.0,5.69,0.86,6.55,37.78,25.54,8.71,6.85,3.49,4.93,6.91,5.68,1,65.0,64.5,-23.5,-22.5,35,1,U
558,11/06/2010,11,H,V,KentState,0.4166666666666667,10,41.0,43.5,125,MAC ,67.0,5.0,7.0,-7.5,-1.32,-8.82,18.28,29.03,5.66,6.82,2.4,4.28,4.15,5.45,Temple,0.6666666666666666,28,3.5,3.0,-145,MAC ,67.0,8.0,4.0,-4.5,1.11,-3.39,21.97,25.49,7.02,6.82,3.09,5.25,4.84,5.78,0,41.0,43.5,3.5,3.0,-18,0,U
559,11/06/2010,11,H,V,UtahState,0.3333333333333333,27,15.5,19.0,-900,WAC,67.0,4.0,8.0,-3.18,-4.46,-7.64,22.4,31.67,6.92,6.89,2.67,6.29,4.53,6.28,NewMexicoState,0.16666666666666666,22,53.0,54.0,650,WAC,67.0,2.0,10.0,-10.39,-7.74,-18.13,14.36,39.1,5.49,7.64,2.14,7.19,3.84,7.11,1,53.0,54.0,-15.5,-19.0,5,0,U
560,11/06/2010,11,H,V,EastCarolina,0.46153846153846156,35,2.5,2.5,-145,CUSA ,67.0,6.0,7.0,11.27,-15.75,-4.48,37.37,43.37,6.44,7.63,3.73,6.29,5.39,6.79,Navy,0.6923076923076923,76,59.0,63.5,125,Ind,67.0,9.0,4.0,1.01,2.47,3.49,27.87,22.74,10.0,6.89,4.32,5.69,5.73,6.16,0,59.0,63.5,-2.5,-2.5,-41,0,O
561,11/06/2010,11,H,V,Oregon,0.9230769230769231,53,27.0,37.0,-30000,Pac-10,3.0,12.0,1.0,13.04,8.5,21.54,51.13,14.36,8.43,5.29,5.28,4.28,6.68,4.71,WashingtonU,0.5384615384615384,16,65.5,68.0,10000,Pac-10,67.0,7.0,6.0,2.45,3.11,5.55,30.41,22.93,7.46,6.6,4.2,5.17,5.79,5.57,1,65.5,68.0,-27.0,-37.0,37,0,O
562,11/06/2010,11,H,V,Tulane,0.3333333333333333,30,55.5,56.5,285,CUSA ,67.0,4.0,8.0,-3.93,-9.5,-13.42,21.81,38.1,5.89,7.32,2.6,6.12,4.34,6.51,SouthernMiss,0.6153846153846154,46,10.5,10.5,-365,CUSA ,67.0,8.0,5.0,7.93,-6.14,1.79,32.94,30.88,6.59,7.55,3.62,4.76,5.08,6.1,0,55.5,56.5,10.5,10.5,-16,0,O
563,11/06/2010,11,H,V,IowaState,0.4166666666666667,30,58.0,54.0,575,Big 12 ,67.0,5.0,7.0,-1.37,1.8,0.43,25.27,25.85,5.83,6.98,2.9,5.33,4.35,5.82,Nebraska,0.7142857142857143,31,18.5,15.0,-775,Big 12 ,20.0,10.0,4.0,4.04,8.81,12.85,32.54,15.5,7.77,5.64,4.43,5.07,5.82,5.04,0,58.0,54.0,18.5,15.0,-1,1,O
564,11/06/2010,11,H,V,TexasA&M,0.6923076923076923,33,60.5,62.5,170,Big 12 ,19.0,9.0,4.0,5.1,6.28,11.39,34.34,17.94,7.4,5.77,3.28,4.29,5.42,4.9,Oklahoma,0.8571428571428571,19,5.0,4.5,-200,Big 12 ,6.0,12.0,2.0,10.21,6.91,17.11,41.43,17.63,8.09,5.79,2.6,4.73,5.52,5.18,1,60.5,62.5,5.0,4.5,14,1,U
565,11/06/2010,11,H,V,KansasState,0.5384615384615384,39,48.5,46.0,150,Big 12 ,67.0,7.0,6.0,8.07,-3.96,4.11,36.21,29.37,8.2,7.22,3.77,6.82,5.6,6.88,Texas,0.4166666666666667,14,3.0,3.5,-180,Big 12 ,67.0,5.0,7.0,-2.82,4.53,1.71,25.17,20.28,6.46,6.08,3.19,4.46,4.94,4.84,1,48.5,46.0,3.0,3.5,25,1,O
566,11/06/2010,11,H,V,Stanford,0.9230769230769231,42,7.0,7.5,-315,Pac-10,4.0,12.0,1.0,11.33,10.47,21.8,45.54,12.56,9.39,5.97,4.55,4.55,6.72,5.17,ArizonaU,0.5384615384615384,17,55.5,57.5,255,Pac-10,67.0,7.0,6.0,2.76,5.38,8.14,33.6,16.37,8.19,6.08,3.38,4.19,6.0,4.91,1,55.5,57.5,-7.0,-7.5,25,1,O
567,11/06/2010,11,H,V,Utah,0.7692307692307693,7,53.5,51.5,165,MWC,67.0,10.0,3.0,2.92,5.38,8.3,35.2,20.02,8.19,7.3,3.67,4.45,5.99,5.64,TCU,1.0,47,4.5,4.5,-195,MWC,2.0,13.0,0.0,5.64,12.32,17.96,41.33,12.25,8.98,4.78,4.26,4.42,6.23,4.49,0,53.5,51.5,4.5,4.5,-40,0,O
568,11/06/2010,11,H,V,LouisianaTech,0.4166666666666667,34,56.5,3.0,-130,WAC,67.0,5.0,7.0,0.5,-4.2,-3.7,26.22,29.51,6.33,7.39,3.17,5.54,4.8,6.29,FresnoState,0.6153846153846154,40,2.5,59.0,110,WAC,67.0,8.0,5.0,2.72,-2.54,0.18,27.8,28.41,7.82,6.98,2.74,5.52,5.07,5.94,0,56.5,59.0,-2.5,-3.0,-6,0,O
569,11/06/2010,11,H,V,UAB,0.3333333333333333,17,10.0,10.0,-425,CUSA ,67.0,4.0,8.0,-1.29,-7.91,-9.2,23.67,33.69,6.68,7.35,3.66,5.45,5.28,6.25,Marshall,0.4166666666666667,31,55.0,53.0,325,CUSA ,67.0,5.0,7.0,-6.5,-3.23,-9.73,18.66,30.41,6.11,6.66,2.48,5.05,4.48,5.77,0,55.0,53.0,-10.0,-10.0,-14,0,U
570,11/06/2010,11,H,V,Idaho,0.46153846153846156,17,65.0,68.5,365,WAC,67.0,6.0,7.0,-1.41,-1.36,-2.77,24.89,28.93,6.91,6.72,1.66,6.32,4.84,6.3,Nevada,0.9285714285714286,63,13.0,12.0,-475,WAC,11.0,13.0,1.0,11.09,0.87,11.96,40.27,23.71,8.59,7.05,4.93,5.52,6.56,6.18,0,65.0,68.5,13.0,12.0,-46,0,O
571,11/06/2010,11,H,V,WashingtonState,0.16666666666666666,13,53.5,53.5,450,Pac-10,67.0,2.0,10.0,-2.04,-2.15,-4.2,25.98,28.86,8.16,7.79,2.2,6.06,5.14,6.57,California,0.4166666666666667,20,15.0,14.5,-600,Pac-10,67.0,5.0,7.0,-2.22,7.57,5.35,30.89,16.09,6.64,5.63,3.79,4.26,5.17,4.71,0,53.5,53.5,15.0,14.5,-7,1,U
572,11/06/2010,11,H,V,NewMexico,0.08333333333333333,34,47.5,48.0,285,MWC,67.0,1.0,11.0,-8.77,-9.0,-17.76,17.09,42.56,5.49,7.85,1.79,6.3,3.64,6.63,Wyoming,0.25,31,10.0,9.0,-365,MWC,67.0,3.0,9.0,-6.56,-2.76,-9.31,20.19,29.49,7.26,7.47,2.62,5.76,4.8,6.17,1,47.5,48.0,10.0,9.0,3,1,O
573,11/06/2010,11,H,V,UCLA,0.3333333333333333,17,55.0,53.0,170,Pac-10,67.0,4.0,8.0,-2.55,3.18,0.62,26.24,22.33,5.9,6.44,3.75,5.75,4.82,5.84,OregonState,0.4166666666666667,14,6.5,4.0,-200,Pac-10,67.0,5.0,7.0,4.57,3.03,7.6,33.39,18.03,7.61,6.86,3.33,4.58,5.52,5.34,1,55.0,53.0,6.5,4.0,3,1,U
574,11/06/2010,11,H,V,TexasTech,0.6153846153846154,24,58.5,59.5,195,Big 12 ,67.0,8.0,5.0,5.87,-2.82,3.06,33.93,28.75,7.01,7.32,3.29,5.28,5.45,6.13,Missouri,0.7692307692307693,17,6.5,5.5,-245,Big 12 ,18.0,10.0,3.0,3.09,10.89,13.98,32.25,13.9,6.96,5.84,3.78,5.32,5.47,5.43,1,58.5,59.5,6.5,5.5,7,1,U
575,11/06/2010,11,H,V,LSU,0.8461538461538461,24,44.0,45.0,220,SEC ,8.0,11.0,2.0,6.33,8.8,15.13,34.77,14.81,7.33,5.65,4.22,4.42,5.46,4.82,Alabama,0.7692307692307693,21,6.5,7.0,-270,SEC ,10.0,10.0,3.0,4.12,14.19,18.31,39.34,9.36,9.79,5.37,4.6,3.96,6.93,4.53,1,44.0,45.0,6.5,7.0,3,1,P
576,11/06/2010,11,H,V,Memphis,0.08333333333333333,14,50.0,52.0,800,CUSA ,67.0,1.0,11.0,-13.88,-5.55,-19.43,13.09,38.73,7.0,9.37,1.96,5.19,4.37,6.89,TennesseeU,0.46153846153846156,50,18.5,20.0,-1200,SEC ,67.0,6.0,7.0,-0.61,2.38,1.78,30.17,21.7,8.19,6.28,3.06,4.8,5.73,5.47,0,50.0,52.0,18.5,20.0,-36,0,O
577,11/06/2010,11,H,V,UTEP,0.46153846153846156,28,54.0,55.5,220,CUSA ,67.0,6.0,7.0,-4.82,-3.31,-8.13,20.2,30.55,6.28,7.0,3.16,6.22,4.84,6.38,SMU,0.5,14,8.5,7.0,-270,CUSA ,67.0,7.0,7.0,-3.05,1.01,-2.04,23.13,24.28,7.32,6.45,3.67,4.64,5.71,5.39,1,54.0,55.5,8.5,7.0,14,1,U
578,11/06/2010,11,H,V,SanDiegoState,0.6923076923076923,24,15.0,18.5,-875,MWC,67.0,9.0,4.0,6.72,-0.66,6.07,34.26,24.41,9.07,6.08,3.36,5.01,6.33,5.53,ColoradoState,0.25,19,57.0,58.0,625,MWC,67.0,3.0,9.0,-8.99,-1.87,-10.86,17.45,33.64,6.98,8.41,2.38,6.24,4.77,6.84,1,57.0,58.0,-15.0,-18.5,5,0,U
579,11/06/2010,11,H,V,USC,0.6153846153846154,34,7.0,6.0,-250,Pac-10,67.0,8.0,5.0,8.08,1.48,9.57,37.27,20.35,7.45,6.65,4.58,5.11,6.07,5.77,ArizonaState,0.5,33,60.0,61.0,200,Pac-10,67.0,6.0,6.0,6.84,1.58,8.42,36.97,19.85,7.79,6.42,3.29,3.9,5.73,5.08,1,60.0,61.0,-7.0,-6.0,1,0,O
580,11/06/2010,11,H,V,Mississippi,0.3333333333333333,43,27.0,29.5,-6000,SEC ,67.0,4.0,8.0,6.06,-7.88,-1.83,33.02,32.5,7.37,7.67,4.43,5.21,5.75,6.27,ULLafayette,0.25,21,61.5,62.0,1750,Sun Belt,67.0,3.0,9.0,-6.93,-9.98,-16.92,18.3,38.64,6.56,7.8,1.75,5.46,4.37,6.38,1,61.5,62.0,-27.0,-29.5,22,0,O
581,11/06/2010,11,H,V,WesternKentucky,0.16666666666666666,16,49.5,47.5,120,Sun Belt,67.0,2.0,10.0,-7.0,-8.37,-15.37,19.23,36.18,5.59,7.47,3.02,6.25,4.25,6.57,FloridaAtlantic,0.3333333333333333,17,2.5,2.5,-140,Sun Belt,67.0,4.0,8.0,-11.47,-4.43,-15.9,13.06,32.79,7.18,7.74,1.73,5.76,4.41,6.26,0,49.5,47.5,2.5,2.5,-1,1,U
582,11/06/2010,11,H,V,FloridaIntl,0.5384615384615384,42,10.0,10.5,-430,Sun Belt,67.0,7.0,6.0,0.1,-4.81,-4.71,25.69,30.63,6.89,7.03,3.69,6.03,5.23,6.3,ULMonroe,0.4166666666666667,35,48.5,49.5,330,Sun Belt,67.0,5.0,7.0,-7.5,-3.54,-11.04,17.51,33.78,6.58,7.14,1.91,5.36,4.23,6.04,1,48.5,49.5,-10.0,-10.5,7,0,O
583,11/06/2010,11,H,V,NorthTexas,0.25,35,55.5,56.5,280,Sun Belt,67.0,3.0,9.0,-6.78,-7.4,-14.18,18.96,33.16,6.14,7.96,3.71,6.09,4.89,6.73,Troy,0.6153846153846154,41,10.0,8.5,-360,Sun Belt,67.0,8.0,5.0,2.19,-6.29,-4.1,29.37,34.0,7.03,7.7,3.15,5.8,5.31,6.51,0,55.5,56.5,10.0,8.5,-6,1,O
587,11/09/2010,11,H,V,NoIllinois,0.7857142857142857,65,11.5,11.0,-450,MAC ,67.0,11.0,3.0,2.35,1.96,4.32,33.37,24.53,7.43,7.18,4.95,5.48,6.08,6.21,Toledo,0.6153846153846154,30,50.0,52.0,350,MAC ,67.0,8.0,5.0,-0.69,-3.02,-3.7,25.97,31.07,6.84,6.88,3.23,5.24,4.96,5.95,1,50.0,52.0,-11.5,-11.0,35,1,O
588,11/10/2010,11,H,V,BowlingGreen,0.16666666666666666,21,50.0,52.5,125,MAC ,67.0,2.0,10.0,-7.3,-9.46,-16.76,18.15,36.89,5.68,7.48,1.13,6.67,3.72,6.8,MiamiOhio,0.7142857142857143,24,3.5,3.0,-145,MAC ,67.0,10.0,4.0,-6.14,0.27,-5.86,18.35,28.07,6.72,7.62,1.97,5.35,4.61,6.31,0,50.0,52.5,3.5,3.0,-3,0,U
589,11/11/2010,11,H,V,Connecticut,0.6153846153846154,30,47.0,48.0,200,Big East,67.0,8.0,5.0,0.12,1.52,1.63,28.39,23.59,5.59,6.69,3.99,4.94,4.82,5.72,PittsburghU,0.6153846153846154,28,6.5,6.5,-240,Big East,67.0,8.0,5.0,1.76,5.64,7.4,29.79,18.55,7.52,6.19,4.02,4.29,5.67,5.07,1,47.0,48.0,6.5,6.5,2,1,O
590,11/11/2010,11,H,V,UAB,0.3333333333333333,42,2.5,1.0,-130,CUSA ,67.0,4.0,8.0,-1.29,-7.91,-9.2,23.67,33.69,6.68,7.35,3.66,5.45,5.28,6.25,EastCarolina,0.46153846153846156,54,66.5,68.5,110,CUSA ,67.0,6.0,7.0,11.27,-15.75,-4.48,37.37,43.37,6.44,7.63,3.73,6.29,5.39,6.79,0,66.5,68.5,-2.5,-1.0,-12,0,O
591,11/12/2010,11,H,V,BuffaloU,0.16666666666666666,3,3.0,3.0,-155,MAC ,67.0,2.0,10.0,-14.7,-4.5,-19.2,9.78,32.9,4.7,7.21,1.72,5.02,3.28,5.77,BallState,0.3333333333333333,20,47.0,47.0,135,MAC ,67.0,4.0,8.0,-6.59,-8.24,-14.83,17.31,36.87,5.43,8.41,2.98,6.14,4.12,6.92,0,47.0,47.0,-3.0,-3.0,-17,0,U
592,11/12/2010,11,H,V,Idaho,0.46153846153846156,14,61.5,67.5,6000,WAC,67.0,6.0,7.0,-1.41,-1.36,-2.77,24.89,28.93,6.91,6.72,1.66,6.32,4.84,6.3,BoiseState,0.9230769230769231,52,35.0,34.5,-11000,WAC,9.0,12.0,1.0,5.85,12.84,18.69,44.94,12.13,9.84,4.95,4.07,4.18,6.92,4.26,0,61.5,67.5,35.0,34.5,-38,0,U
593,11/13/2010,11,H,V,Virginia,0.3333333333333333,23,51.0,52.0,123,ACC ,67.0,4.0,8.0,-1.1,-2.2,-3.29,26.23,27.87,7.2,7.57,3.1,5.94,5.24,6.43,Maryland,0.6923076923076923,42,1.0,3.0,-137,ACC ,23.0,9.0,4.0,2.77,4.25,7.02,33.76,20.85,7.31,5.91,3.43,4.21,5.32,5.07,0,51.0,52.0,1.0,3.0,-19,0,O
594,11/13/2010,11,H,V,WestVirginia,0.6923076923076923,37,6.0,5.0,-196,Big East,67.0,9.0,4.0,-0.85,10.36,9.51,27.52,13.9,7.42,6.06,3.42,3.78,5.23,4.81,CincinnatiU,0.3333333333333333,10,47.5,49.5,174,Big East,67.0,4.0,8.0,1.2,-3.13,-1.93,30.94,28.16,7.44,7.72,4.18,4.73,5.91,5.89,1,47.5,49.5,-6.0,-5.0,27,1,U
595,11/13/2010,11,H,V,CentralFlorida,0.7857142857142857,21,9.0,10.5,-370,CUSA ,21.0,11.0,3.0,-1.62,7.41,5.79,26.95,18.33,8.39,6.34,3.36,4.65,5.19,5.38,SouthernMiss,0.6153846153846154,31,55.0,54.5,325,CUSA ,67.0,8.0,5.0,7.93,-6.14,1.79,32.94,30.88,6.59,7.55,3.62,4.76,5.08,6.1,0,55.0,54.5,-9.0,-10.5,-10,0,U
596,11/13/2010,11,H,V,Rutgers,0.3333333333333333,10,41.5,42.0,116,Big East,67.0,4.0,8.0,-3.75,-3.02,-6.76,22.79,27.92,7.38,8.03,2.06,5.11,4.44,6.31,Syracuse,0.6153846153846154,13,3.0,2.5,-130,Big East,67.0,8.0,5.0,-2.91,4.22,1.3,23.04,21.43,6.41,6.18,3.35,4.64,4.84,5.22,0,41.5,42.0,3.0,2.5,-3,0,U
597,11/13/2010,11,H,V,Duke,0.25,16,51.5,51.0,138,ACC ,67.0,3.0,9.0,2.64,-7.23,-4.59,29.26,34.35,7.05,8.36,2.72,5.48,5.1,6.63,BostonCollege,0.5384615384615384,21,2.5,3.0,-152,ACC ,67.0,7.0,6.0,-4.98,7.12,2.15,21.35,17.4,6.55,5.85,2.99,3.57,4.59,4.79,0,51.5,51.0,2.5,3.0,-5,0,U
598,11/13/2010,11,H,V,GeorgiaTech,0.46153846153846156,10,49.0,50.0,120,ACC ,67.0,6.0,7.0,0.55,0.24,0.8,27.54,24.55,6.61,7.08,4.68,5.52,5.46,6.1,MiamiFlorida,0.5384615384615384,35,3.0,2.5,-134,ACC ,67.0,7.0,6.0,2.12,6.14,8.26,31.46,18.03,7.45,5.73,4.32,4.86,5.84,5.01,0,49.0,50.0,3.0,2.5,-25,0,U
599,11/13/2010,11,H,V,Northwestern,0.5384615384615384,21,48.5,49.5,304,Big Ten,67.0,7.0,6.0,0.9,-2.34,-1.44,26.55,28.98,7.85,6.71,2.81,6.29,4.95,6.42,Iowa,0.6153846153846154,17,10.5,10.0,-346,Big Ten,67.0,8.0,5.0,1.62,8.53,10.15,30.46,14.82,8.61,5.88,3.3,4.12,5.77,5.1,1,48.5,49.5,10.5,10.0,4,1,U
600,11/13/2010,11,H,V,Purdue,0.3333333333333333,16,62.5,60.0,389,Big Ten,67.0,4.0,8.0,-5.98,0.8,-5.18,19.78,26.49,5.09,6.76,3.41,4.42,4.22,5.47,Michigan,0.5384615384615384,27,13.5,12.5,-456,Big Ten,67.0,7.0,6.0,9.12,-7.71,1.41,36.76,33.63,8.93,8.21,4.99,5.34,6.65,6.46,0,62.5,60.0,13.5,12.5,-11,1,U
601,11/13/2010,11,H,V,Wisconsin,0.8461538461538461,83,21.0,22.5,-1425,Big Ten,7.0,11.0,2.0,9.19,4.83,14.02,42.36,19.25,9.48,6.41,4.63,5.04,6.39,5.58,Indiana,0.4166666666666667,20,58.0,57.5,1075,Big Ten,67.0,5.0,7.0,0.74,-5.22,-4.49,27.01,33.68,6.68,8.23,2.58,5.89,5.0,6.97,1,58.0,57.5,-21.0,-22.5,63,1,O
602,11/13/2010,11,H,V,Illinois,0.5384615384615384,34,20.5,21.0,-1233,Big Ten,67.0,7.0,6.0,5.51,2.26,7.77,33.39,21.7,6.94,6.62,4.15,4.65,5.26,5.55,MinnesotaU,0.25,38,53.0,53.0,917,Big Ten,67.0,3.0,9.0,0.37,-5.43,-5.06,26.59,30.4,7.65,8.31,2.9,5.86,5.12,6.76,0,53.0,53.0,-20.5,-21.0,-4,0,O
603,11/13/2010,11,H,V,NCState,0.6923076923076923,38,17.5,20.5,-1136,ACC ,25.0,9.0,4.0,6.34,4.66,11.0,35.2,19.44,7.06,7.11,2.98,4.15,5.16,5.56,WakeForest,0.25,3,58.0,61.0,839,ACC ,67.0,3.0,9.0,-0.88,-4.2,-5.07,27.59,33.34,5.96,6.97,3.62,5.4,4.64,6.11,1,58.0,61.0,-17.5,-20.5,35,1,U
604,11/13/2010,11,H,V,FloridaState,0.7142857142857143,16,7.5,6.5,-224,ACC ,17.0,10.0,4.0,6.93,7.27,14.2,36.82,16.63,8.03,6.49,4.42,4.38,6.07,5.28,Clemson,0.46153846153846156,13,47.0,46.0,196,ACC ,67.0,6.0,7.0,0.21,7.14,7.35,28.11,16.33,6.62,6.26,3.61,4.05,5.03,4.98,1,47.0,46.0,-7.5,-6.5,3,0,U
605,11/13/2010,11,H,V,Oklahoma,0.8571428571428571,45,14.0,16.5,-624,Big 12 ,6.0,12.0,2.0,10.21,6.91,17.11,41.43,17.63,8.09,5.79,2.6,4.73,5.52,5.18,TexasTech,0.6153846153846154,7,62.0,64.5,501,Big 12 ,67.0,8.0,5.0,5.87,-2.82,3.06,33.93,28.75,7.01,7.32,3.29,5.28,5.45,6.13,1,62.0,64.5,-14.0,-16.5,38,1,U
606,11/13/2010,11,H,V,Baylor,0.5384615384615384,30,63.0,64.0,123,Big 12 ,67.0,7.0,6.0,3.47,-1.85,1.62,32.16,27.79,7.94,7.39,4.68,5.58,6.38,6.32,TexasA&M,0.6923076923076923,42,3.0,3.0,-137,Big 12 ,19.0,9.0,4.0,5.1,6.28,11.39,34.34,17.94,7.4,5.77,3.28,4.29,5.42,4.9,0,63.0,64.0,3.0,3.0,-12,0,O
607,11/13/2010,11,H,V,Nebraska,0.7142857142857143,20,34.5,34.0,-13650,Big 12 ,20.0,10.0,4.0,4.04,8.81,12.85,32.54,15.5,7.77,5.64,4.43,5.07,5.82,5.04,Kansas,0.25,3,60.0,60.5,7350,Big 12 ,67.0,3.0,9.0,-8.02,-0.59,-8.61,18.1,31.9,5.65,7.9,2.33,5.8,3.91,6.5,1,60.0,60.5,-34.5,-34.0,17,0,U
608,11/13/2010,11,H,V,Florida,0.6153846153846154,14,4.5,6.5,-239,SEC ,67.0,8.0,5.0,5.35,3.95,9.3,35.7,19.07,6.77,5.53,3.94,4.3,5.26,4.75,SouthCarolina,0.6428571428571429,36,48.5,51.5,211,SEC ,22.0,9.0,5.0,5.77,7.2,12.97,35.43,16.75,9.01,6.42,3.81,3.71,6.11,5.05,0,48.5,51.5,-4.5,-6.5,-22,0,U
609,11/13/2010,11,H,V,Kentucky,0.46153846153846156,38,15.5,17.0,-670,SEC ,67.0,6.0,7.0,4.66,-2.78,1.88,33.55,27.13,7.8,6.94,4.07,5.22,6.0,5.83,Vanderbilt,0.16666666666666666,20,55.0,54.0,530,SEC ,67.0,2.0,10.0,-10.4,0.82,-9.57,18.69,26.64,5.61,7.24,3.23,5.01,4.41,5.81,1,55.0,54.0,-15.5,-17.0,18,1,O
610,11/13/2010,11,H,V,Alabama,0.7692307692307693,30,13.0,13.0,-504,SEC ,10.0,10.0,3.0,4.12,14.19,18.31,39.34,9.36,9.79,5.37,4.6,3.96,6.93,4.53,MississippiSt,0.6923076923076923,10,45.5,45.5,429,SEC ,15.0,9.0,4.0,0.13,8.98,9.11,30.03,14.39,8.49,5.95,3.92,3.91,5.58,4.95,1,45.5,45.5,-13.0,-13.0,20,1,U
611,11/13/2010,11,H,V,Colorado,0.4166666666666667,34,54.0,55.0,103,Big 12 ,67.0,5.0,7.0,1.42,-0.68,0.75,27.53,26.8,6.99,7.71,2.67,4.87,4.86,6.03,IowaState,0.4166666666666667,14,1.0,1.0,-117,Big 12 ,67.0,5.0,7.0,-1.37,1.8,0.43,25.27,25.85,5.83,6.98,2.9,5.33,4.35,5.82,1,54.0,55.0,1.0,1.0,20,1,U
612,11/13/2010,11,H,V,WesternMichigan,0.5,45,15.5,20.0,-994,MAC ,67.0,6.0,6.0,-1.47,-2.63,-4.1,27.8,28.66,6.84,8.17,2.57,5.91,4.94,6.63,EasternMichigan,0.16666666666666666,30,58.5,58.0,731,MAC ,67.0,2.0,10.0,-7.24,-11.83,-19.07,18.15,47.42,6.54,9.38,3.04,7.38,4.49,8.03,1,58.5,58.0,-15.5,-20.0,15,0,O
613,11/13/2010,11,H,V,KentState,0.4166666666666667,28,44.5,1.0,-114,MAC ,67.0,5.0,7.0,-7.5,-1.32,-8.82,18.28,29.03,5.66,6.82,2.4,4.28,4.15,5.45,Army,0.5384615384615384,45,3.5,44.5,100,Ind,67.0,7.0,6.0,-0.68,-1.75,-2.43,24.18,27.07,7.16,7.79,3.33,5.4,4.34,6.36,0,44.5,44.5,-3.5,-1.0,-17,0,O
614,11/13/2010,11,H,V,ColoradoState,0.25,10,46.0,50.0,221,MWC,67.0,3.0,9.0,-8.99,-1.87,-10.86,17.45,33.64,6.98,8.41,2.38,6.24,4.77,6.84,BYU,0.5384615384615384,49,6.5,6.5,-249,MWC,67.0,7.0,6.0,-2.61,3.94,1.33,26.73,20.46,6.19,5.95,3.02,4.83,4.65,5.3,0,46.0,50.0,6.5,6.5,-39,0,O
615,11/13/2010,11,H,V,Arkansas,0.7692307692307693,58,30.0,28.5,-3700,SEC ,12.0,10.0,3.0,11.35,3.13,14.48,41.59,19.8,9.9,6.34,4.29,4.62,7.23,5.24,UTEP,0.46153846153846156,21,57.5,60.0,2300,CUSA ,67.0,6.0,7.0,-4.82,-3.31,-8.13,20.2,30.55,6.28,7.0,3.16,6.22,4.84,6.38,1,57.5,60.0,-30.0,-28.5,37,1,O
616,11/13/2010,11,H,V,NotreDame,0.6153846153846154,28,53.5,53.0,180,Ind,67.0,8.0,5.0,3.15,7.2,10.35,30.65,16.22,6.98,5.69,3.42,4.38,5.34,5.11,Utah,0.7692307692307693,3,5.5,5.5,-205,MWC,67.0,10.0,3.0,2.92,5.38,8.3,35.2,20.02,8.19,7.3,3.67,4.45,5.99,5.64,1,53.5,53.0,5.5,5.5,25,1,U
617,11/13/2010,11,H,V,Marshall,0.4166666666666667,28,16.0,16.5,-624,CUSA ,67.0,5.0,7.0,-6.5,-3.23,-9.73,18.66,30.41,6.11,6.66,2.48,5.05,4.48,5.77,Memphis,0.08333333333333333,13,51.0,51.0,501,CUSA ,67.0,1.0,11.0,-13.88,-5.55,-19.43,13.09,38.73,7.0,9.37,1.96,5.19,4.37,6.89,1,51.0,51.0,-16.0,-16.5,15,0,U
618,11/13/2010,11,H,V,Auburn,1.0,49,9.5,7.5,-302,SEC ,1.0,14.0,0.0,16.15,4.52,20.66,46.36,18.58,10.6,6.13,5.84,3.94,7.52,5.19,Georgia,0.46153846153846156,31,63.0,65.5,263,SEC ,67.0,6.0,7.0,2.63,3.72,6.35,35.28,19.44,9.08,6.77,3.63,4.45,6.1,5.21,1,63.0,65.5,-9.5,-7.5,18,1,O
619,11/13/2010,11,H,V,California,0.4166666666666667,13,62.5,62.0,674,Pac-10,67.0,5.0,7.0,-2.22,7.57,5.35,30.89,16.09,6.64,5.63,3.79,4.26,5.17,4.71,Oregon,0.9230769230769231,15,20.5,19.0,-901,Pac-10,3.0,12.0,1.0,13.04,8.5,21.54,51.13,14.36,8.43,5.29,5.28,4.28,6.68,4.71,0,62.5,62.0,20.5,19.0,-2,1,U
620,11/13/2010,11,H,V,ArizonaState,0.5,13,59.0,59.0,158,Pac-10,67.0,6.0,6.0,6.84,1.58,8.42,36.97,19.85,7.79,6.42,3.29,3.9,5.73,5.08,Stanford,0.9230769230769231,17,7.0,4.0,-172,Pac-10,4.0,12.0,1.0,11.33,10.47,21.8,45.54,12.56,9.39,5.97,4.55,4.55,6.72,5.17,0,59.0,59.0,7.0,4.0,-4,0,U
